name,Buy Price,Unlock Time,Buy Market,Sell Price,Sell Market,Profit,Relative Profit,Time Efficiency
Sticker | AmaNEk (Gold) | Boston 2018,624.39,0,Skinport,3412.5,Buff,2788.11,4.4653341661461585,419.22115816046175
M4A1-S | Golden Coil (Field-Tested),51.38,0,Skinport,280.8,Buff,229.42000000000002,4.46516154145582,419.204951551971
Sticker | G2 Esports (Foil) | Atlanta 2017,138.62,0,Skinport,757.5749999999999,Buff,618.9549999999999,4.465120473236184,419.20109592415946
Desert Eagle | Conspiracy (Factory New),8.242,7,Skinout,46.69275,Buff,38.45075,4.6652208201892735,419.1874366701357
P250 | Asiimov (Battle-Scarred),1.57,0,Skinport,8.58,Buff,7.01,4.464968152866242,419.1867955561416
Sealed Graffiti | Flipsid3 Tactics | Boston 2018,1.19,0,Skinport,6.5032499999999995,Buff,5.31325,4.464915966386555,419.1818961072671
★ Driver Gloves | Black Tie (Battle-Scarred),128.1,0,Skinport,700.04025,Buff,571.94025,4.464795081967213,419.17054705602146
StatTrak™ USP-S | Cyrex (Well-Worn),5.99,0,Skinport,32.73075,Buff,26.74075,4.4642320534223705,419.11768797093083
Glock-18 | Pink DDPAT (Well-Worn),53.53,0,Skinport,292.5,Buff,238.97,4.464225667849804,419.1170884710889
StatTrak™ P250 | Cyber Shell (Battle-Scarred),0.353,5,Skinout,1.9792499999999997,Buff,1.6262499999999998,4.606940509915014,419.1099606916735
★ StatTrak™ Karambit | Ultraviolet (Field-Tested),632.53,0,Skinport,3455.8875,Buff,2823.3575,4.46359461211326,419.0578427557865
★ Stiletto Knife | Forest DDPAT (Well-Worn),158.65,0,Skinport,866.775,Buff,708.125,4.463441537976678,419.0434716215254
MAG-7 | Core Breach (Field-Tested),0.868,5,Skinout,4.8652500000000005,Buff,3.9972500000000006,4.6051267281106,418.9449544322882
Souvenir AK-47 | Steel Delta (Field-Tested),5.55,0,Skinport,30.312749999999998,Buff,24.762749999999997,4.461756756756756,418.8852984797217
Sticker | mir (Foil) | Krakow 2017,92.74,0,Skinport,506.5125,Buff,413.7725,4.461640069010136,418.8743434267602
Patch | Health,19.98,0,Skinport,109.11224999999999,Buff,89.13224999999998,4.4610735735735725,418.8211588577733
StatTrak™ P90 | Cocoa Rampage (Minimal Wear),1.3,0,Skinport,7.098,Buff,5.798,4.46,418.72036802328313
MAG-7 | Monster Call (Battle-Scarred),0.25,0,Skinport,1.365,Buff,1.115,4.46,418.72036802328313
Five-SeveN | Scumbria (Well-Worn),0.05,0,Skinport,0.273,Buff,0.22300000000000003,4.46,418.72036802328313
Sealed Graffiti | Okay (Jungle Green),0.05,0,Skinport,0.273,Buff,0.22300000000000003,4.46,418.72036802328313
Sealed Graffiti | BEEP (Tracer Yellow),0.05,0,Skinport,0.273,Buff,0.22300000000000003,4.46,418.72036802328313
Sealed Graffiti | BEEP (Cash Green),0.05,0,Skinport,0.273,Buff,0.22300000000000003,4.46,418.72036802328313
★ StatTrak™ M9 Bayonet | Bright Water (Field-Tested),517.89,0,Skinport,2827.5,Buff,2309.61,4.459653594392632,418.6878462557041
★ Bowie Knife | Blue Steel (Field-Tested),156.26,0,Skinport,853.125,Buff,696.865,4.4596505823627295,418.687563475823
★ StatTrak™ Falchion Knife | Ultraviolet (Minimal Wear),178.59,0,Skinport,975.0,Buff,796.41,4.459432219049218,418.6670627657343
Krakow 2017 Challengers (Holo-Foil),25.62,0,Skinport,139.86374999999998,Buff,114.24374999999998,4.459162763466041,418.64176533502706
StatTrak™ Desert Eagle | Corinthian (Field-Tested),1.563,5,Skinout,8.7555,Buff,7.1925,4.6017274472168905,418.6357096138071
SCAR-20 | Enforcer (Minimal Wear),0.548,2,Skinout,3.0225,Buff,2.4745,4.515510948905109,418.63002938006275
★ StatTrak™ Classic Knife | Stained (Minimal Wear),214.36,0,Skinport,1170.0,Buff,955.64,4.458107855943273,418.54272693454186
Sticker | Kjaerbye | Boston 2018,0.92,0,Skinport,5.02125,Buff,4.10125,4.457880434782608,418.5213758421451
XM1014 | Tranquility (Battle-Scarred),7.11,0,Skinport,38.805,Buff,31.695,4.457805907172996,418.51437893000946
Sticker | Virtus.pro | Katowice 2015,13.84,0,Skinport,75.53325,Buff,61.69324999999999,4.457604768786126,418.4954953561588
USP-S | Purple DDPAT (Field-Tested),13.3,0,Skinport,72.579,Buff,59.278999999999996,4.457067669172932,418.44507056967853
MAG-7 | Counter Terrace (Factory New),108.81,0,Skinport,593.76525,Buff,484.95525000000004,4.456899641577061,418.4292955524631
StatTrak™ UMP-45 | Corporal (Minimal Wear),0.62,0,Skinport,3.3832500000000003,Buff,2.76325,4.456854838709678,418.42508930288477
Sticker | KRIMZ (Foil) | MLG Columbus 2016,6.67,0,Skinport,36.39675,Buff,29.726749999999996,4.456784107946026,418.4184488519012
★ StatTrak™ Karambit | Forest DDPAT (Field-Tested),496.57,0,Skinport,2709.525,Buff,2212.955,4.456481462835049,418.3900354724732
AWP | Redline (Minimal Wear),57.888,3,Skinout,320.775,Buff,262.887,4.541303897180763,418.3605616932992
Sticker | VINI (Gold) | Antwerp 2022,25.25,0,Skinport,137.748,Buff,112.49799999999999,4.455366336633663,418.2853435322408
StatTrak™ M249 | Nebula Crusader (Factory New),9.83,0,Skinport,53.625,Buff,43.795,4.455239064089522,418.2733947415408
StatTrak™ PP-Bizon | Osiris (Factory New),4.22,0,Skinport,23.01975,Buff,18.79975,4.454917061611375,418.2431640249143
CZ75-Auto | Vendetta (Well-Worn),0.37,0,Skinport,2.0182499999999997,Buff,1.6482499999999995,4.454729729729729,418.22557665396687
Desert Eagle | Trigger Discipline (Field-Tested),0.37,0,Skinport,2.0182499999999997,Buff,1.6482499999999995,4.454729729729729,418.22557665396687
★ Butterfly Knife | Case Hardened (Factory New),1528.34,0,Skinport,8336.25,Buff,6807.91,4.454447308844891,418.1990619954833
★ Survival Knife | Safari Mesh (Well-Worn),92.85,0,Skinport,506.41499999999996,Buff,413.56499999999994,4.454119547657512,418.16829063113283
MP5-SD | Kitbash (Minimal Wear),0.592,8,Skinout,3.36375,Buff,2.77175,4.682010135135135,418.1262176837121
AK-47 | Hydroponic (Well-Worn),688.16,0,Skinport,3752.775,Buff,3064.6150000000002,4.453346605440596,418.09572411778584
★ StatTrak™ Survival Knife | Stained (Field-Tested),162.7,0,Skinport,887.25,Buff,724.55,4.453288260602336,418.0902465007121
SG 553 | Ultraviolet (Battle-Scarred),18.21,0,Skinport,99.30375,Buff,81.09375,4.453253706754531,418.08700246486694
Krakow 2017 Nuke Souvenir Package,81.54,0,Skinport,444.59999999999997,Buff,363.05999999999995,4.452538631346577,418.0198686895346
StatTrak™ USP-S | Flashback (Field-Tested),1.08,7,Skinout,6.1034999999999995,Buff,5.023499999999999,4.651388888888888,417.9445862136441
★ StatTrak™ Skeleton Knife | Blue Steel (Field-Tested),450.34,0,Skinport,2455.0499999999997,Buff,2004.7099999999998,4.451547719500821,417.92683842658977
StatTrak™ Five-SeveN | Buddy (Field-Tested),1.15,0,Skinport,6.2692499999999995,Buff,5.119249999999999,4.451521739130435,417.92439929873115
StatTrak™ P2000 | Urban Hazard (Minimal Wear),0.22,0,Skinport,1.19925,Buff,0.97925,4.451136363636364,417.8882189021606
StatTrak™ SCAR-20 | Fragments (Well-Worn),0.129,5,Skinout,0.7215,Buff,0.5925,4.593023255813954,417.8438579914806
FAMAS | Macabre (Battle-Scarred),3.0,0,Skinport,16.350749999999998,Buff,13.350749999999998,4.45025,417.80500399004825
★ Specialist Gloves | Field Agent (Field-Tested),264.48,0,Skinport,1441.44,Buff,1176.96,4.450090744101633,417.7900524904129
SSG 08 | Necropos (Well-Worn),0.39,0,Skinport,2.1255,Buff,1.7355,4.45,417.78153311740135
StatTrak™ PP-Bizon | Fuel Rod (Minimal Wear),3.4,0,Skinport,18.525,Buff,15.124999999999998,4.448529411764706,417.643469160654
AK-47 | Rat Rod (Field-Tested),2.78,5,Skinout,15.5415,Buff,12.7615,4.590467625899281,417.6113631392515
Sticker | Imperial Esports (Gold) | Antwerp 2022,28.011,0,Skinout,152.5875,Buff,124.57650000000001,4.447413516118668,417.5387049822717
★ Gut Knife | Tiger Tooth (Minimal Wear),205.85,0,Skinport,1121.25,Buff,915.4,4.446927374301676,417.49306429157167
MP9 | Old Roots (Minimal Wear),3.7,0,Skinport,20.15325,Buff,16.45325,4.446824324324324,417.4833895999929
StatTrak™ R8 Revolver | Fade (Field-Tested),20.55,0,Skinport,111.92999999999999,Buff,91.38,4.446715328467153,417.473156688462
Tec-9 | Brother (Minimal Wear),0.58,0,Skinport,3.1590000000000003,Buff,2.579,4.446551724137931,417.4577969429593
Galil AR | Black Sand (Well-Worn),0.057,7,Skinout,0.32175,Buff,0.26475,4.644736842105263,417.3468750768486
StatTrak™ Glock-18 | Water Elemental (Battle-Scarred),12.19,0,Skinport,66.378,Buff,54.188,4.445283018867925,417.3386864636835
★ StatTrak™ Navaja Knife | Damascus Steel (Minimal Wear),121.58,0,Skinport,662.01525,Buff,540.43525,4.445099934199704,417.3214978359577
Sticker | The MongolZ (Gold) | Paris 2023,1.035,0,Skinout,5.6355,Buff,4.6005,4.4449275362318845,417.30531251296856
★ Bloodhound Gloves | Charred (Field-Tested),107.06,0,Skinport,582.933,Buff,475.873,4.444918737156734,417.30448642507946
MP9 | Mount Fuji (Field-Tested),2.548,5,Skinout,14.235,Buff,11.687,4.586734693877551,417.2717648766899
★ StatTrak™ Bayonet | Ultraviolet (Battle-Scarred),247.14,0,Skinport,1345.5,Buff,1098.3600000000001,4.444282592862346,417.2447629782046
AUG | Syd Mead (Battle-Scarred),1.302,0,Skinout,7.0882499999999995,Buff,5.786249999999999,4.444124423963133,417.2299135298439
★ Paracord Knife | Night Stripe (Battle-Scarred),109.25,0,Skinport,594.75,Buff,485.5,4.443935926773455,417.2122167557109
Sticker | dav1d (Glitter) | Antwerp 2022,0.12,0,Skinport,0.65325,Buff,0.53325,4.4437500000000005,417.1947613012252
★ Nomad Knife | Forest DDPAT (Minimal Wear),164.58,0,Skinport,895.9275,Buff,731.3475,4.443720379146919,417.1919803921437
Desert Eagle | Mecha Industries (Battle-Scarred),3.252,5,Skinout,18.16425,Buff,14.91225,4.585562730627307,417.1651471613786
Souvenir M4A1-S | Mud-Spec (Factory New),8.58,0,Skinport,46.7025,Buff,38.1225,4.443181818181818,417.14141840884554
M4A1-S | Bright Water (Minimal Wear),26.24,0,Skinport,142.80825,Buff,116.56824999999999,4.442387576219512,417.06685220105265
Sticker | floppy (Gold) | Paris 2023,2.15,0,Skinport,11.7,Buff,9.549999999999999,4.441860465116279,417.01736517075335
StatTrak™ SG 553 | Tiger Moth (Battle-Scarred),1.07,7,Skinout,6.0352500000000004,Buff,4.96525,4.640420560747663,416.9590411483003
★ Paracord Knife | Urban Masked (Field-Tested),99.27,0,Skinport,540.15,Buff,440.88,4.441220912662436,416.9573217539723
StatTrak™ P250 | Supernova (Minimal Wear),2.36,0,Skinport,12.84075,Buff,10.48075,4.440995762711865,416.93618389070696
P90 | Sunset Lily (Field-Tested),19.71,0,Skinport,107.24024999999999,Buff,87.53025,4.440905631659056,416.9277220728587
StatTrak™ MAG-7 | Firestarter (Well-Worn),1.31,0,Skinport,7.127249999999999,Buff,5.81725,4.4406488549618315,416.90361498022173
★ Karambit | Case Hardened (Well-Worn),784.84,0,Skinport,4270.0125,Buff,3485.1724999999997,4.440615284644004,416.9004632816039
M249 | Impact Drill (Minimal Wear),2.33,0,Skinport,12.674999999999999,Buff,10.344999999999999,4.439914163090128,416.8346395427994
Sticker | Vitality (Foil) | Katowice 2019,6.99,0,Skinport,38.025,Buff,31.034999999999997,4.439914163090128,416.8346395427994
Sticker | imoRR (Gold) | Antwerp 2022,2.52,0,Skinport,13.7085,Buff,11.188500000000001,4.439880952380953,416.8315216054972
StatTrak™ MP9 | Capillary (Minimal Wear),0.618,4,Skinout,3.432,Buff,2.814,4.553398058252427,416.82516095316987
★ Driver Gloves | Black Tie (Well-Worn),171.71,0,Skinport,934.05,Buff,762.3399999999999,4.439694834313667,416.81404819167886
Patch | Entropiq (Gold) | Stockholm 2021,7.65,0,Skinport,41.613,Buff,33.963,4.439607843137255,416.8058811563869
MP9 | Capillary (Well-Worn),0.19,0,Skinport,1.0335,Buff,0.8435000000000001,4.439473684210527,416.7932858480521
P250 | Dark Filigree (Well-Worn),5.27,0,Skinport,28.665,Buff,23.395,4.439278937381404,416.7750023359531
Tec-9 | Isaac (Field-Tested),2.49,0,Skinport,13.54275,Buff,11.05275,4.438855421686746,416.7352412042197
Stockholm 2021 Nuke Souvenir Package,3.27,0,Skinport,17.784,Buff,14.514,4.438532110091743,416.70488758313314
StatTrak™ AK-47 | Leet Museo (Battle-Scarred),49.16,0,Skinport,267.34499999999997,Buff,218.18499999999997,4.438262815296989,416.6796052478044
★ Classic Knife | Forest DDPAT (Battle-Scarred),120.03,0,Skinport,652.73325,Buff,532.70325,4.438084228942764,416.6628389374984
Dual Berettas | Moon in Libra (Field-Tested),3.5,0,Skinport,19.032,Buff,15.532,4.437714285714286,416.6281073758894
★ M9 Bayonet | Safari Mesh (Field-Tested),394.29,0,Skinport,2144.025,Buff,1749.7350000000001,4.437685459940653,416.62540111164185
Sticker | Noble (Holo),1.092,0,Skinout,5.937749999999999,Buff,4.845749999999999,4.437499999999998,416.60798948504885
Sticker | Cloud9 G2A (Holo) | Katowice 2015,349.14,0,Skinport,1898.325,Buff,1549.185,4.437145557655954,416.5747132005778
★ StatTrak™ Bowie Knife | Rust Coat (Battle-Scarred),120.16,0,Skinport,653.25,Buff,533.09,4.436501331557923,416.5142310057666
P250 | Inferno (Field-Tested),0.671,2,Skinout,3.6854999999999998,Buff,3.0145,4.492548435171385,416.5011899402382
USP-S | Purple DDPAT (Factory New),13.436,8,Skinout,76.089,Buff,62.653,4.663069365882703,416.43471510704995
Souvenir MAG-7 | Prism Terrace (Factory New),20.63,0,Skinport,112.125,Buff,91.495,4.43504604944256,416.37760404098583
P250 | Vino Primo (Battle-Scarred),1.01,0,Skinport,5.48925,Buff,4.47925,4.434900990099011,416.36398536347093
AK-47 | The Empress (Well-Worn),22.3,8,Skinout,126.2625,Buff,103.9625,4.661995515695067,416.3388150760044
StatTrak™ AUG | Wings (Factory New),20.44,0,Skinport,111.08175,Buff,90.64175,4.434527886497064,416.32895709496916
P2000 | Acid Etched (Field-Tested),0.334,6,Skinout,1.8719999999999999,Buff,1.5379999999999998,4.6047904191616755,416.3199814805279
Boston 2018 Minor Challengers (Holo-Foil),196.64,0,Skinport,1068.6,Buff,871.9599999999999,4.434296175752644,416.30720328147623
Primeiro Tenente | Brazilian 1st Battalion,18.57,0,Skinport,100.9125,Buff,82.3425,4.434168012924071,416.29517090776613
★ StatTrak™ Falchion Knife | Bright Water (Minimal Wear),161.48,0,Skinport,877.5,Buff,716.02,4.434109487243003,416.2896763125384
StatTrak™ R8 Revolver | Junk Yard (Field-Tested),0.253,0,Skinout,1.37475,Buff,1.12175,4.433794466403162,416.2601010564861
Sticker | Twistzz (Holo) | Paris 2023,4.398,0,Skinout,23.89725,Buff,19.49925,4.433663028649386,416.24776122136655
★ Stiletto Knife | Case Hardened (Minimal Wear),403.53,0,Skinport,2192.2875,Buff,1788.7575,4.432774514905955,416.1643444496977
Sticker | North (Holo) | 2020 RMR,0.35,0,Skinport,1.9012499999999999,Buff,1.55125,4.432142857142858,416.105042214041
Sticker | Miami Wave Rider,0.35,0,Skinport,1.9012499999999999,Buff,1.55125,4.432142857142858,416.105042214041
Sticker | G2 Esports | London 2018,1.61,0,Skinport,8.745750000000001,Buff,7.135750000000001,4.432142857142857,416.1050422140409
Sealed Graffiti | Heart (Monster Purple),0.07,0,Skinport,0.38025,Buff,0.31024999999999997,4.432142857142856,416.10504221404085
SG 553 | Heavy Metal (Minimal Wear),0.14,0,Skinport,0.7605,Buff,0.6204999999999999,4.432142857142856,416.10504221404085
Sticker | JDC (Glitter) | Paris 2023,0.07,0,Skinport,0.38025,Buff,0.31024999999999997,4.432142857142856,416.10504221404085
Sealed Graffiti | Smooch (Jungle Green),0.07,0,Skinport,0.38025,Buff,0.31024999999999997,4.432142857142856,416.10504221404085
Sealed Graffiti | Grimace (Jungle Green),0.07,0,Skinport,0.38025,Buff,0.31024999999999997,4.432142857142856,416.10504221404085
Sealed Graffiti | Heart (Brick Red),0.07,0,Skinport,0.38025,Buff,0.31024999999999997,4.432142857142856,416.10504221404085
MAG-7 | Heaven Guard (Factory New),0.429,0,Skinout,2.33025,Buff,1.9012499999999999,4.431818181818182,416.0745605612526
★ Nomad Knife | Night Stripe (Field-Tested),179.51,0,Skinport,975.0,Buff,795.49,4.431452286780681,416.0402090579431
Tec-9 | Remote Control (Well-Worn),1.63,0,Skinport,8.853,Buff,7.223,4.431288343558283,416.02481749596603
Sticker | Golden (Gold) | Berlin 2019,12.01,0,Skinport,65.2275,Buff,53.21750000000001,4.431099084096587,416.00704915707524
AWP | Capillary (Factory New),1.617,2,Skinout,8.872499999999999,Buff,7.255499999999999,4.487012987012986,415.9880022076861
AK-47 | Neon Revolution (Minimal Wear),24.69,0,Skinport,134.0625,Buff,109.3725,4.429829890643985,415.8878928455133
Patch | Welcome to the Clutch,1.46,0,Skinport,7.92675,Buff,6.46675,4.429280821917809,415.83634435692704
StatTrak™ P90 | Cocoa Rampage (Well-Worn),0.44,0,Skinport,2.38875,Buff,1.94875,4.4289772727272725,415.80784609935426
Souvenir M4A1-S | Master Piece (Well-Worn),105.96,0,Skinport,575.25,Buff,469.29,4.428935447338619,415.80391938587223
P250 | Whiteout (Field-Tested),25.3,0,Skinport,137.3385,Buff,112.03850000000001,4.428399209486167,415.7535755044986
Tec-9 | Jambiya (Battle-Scarred),0.37,0,Skinport,2.0085,Buff,1.6385,4.428378378378379,415.7516198073866
★ StatTrak™ M9 Bayonet | Crimson Web (Field-Tested),708.39,0,Skinport,3845.4,Buff,3137.01,4.428365730741541,415.7504324030926
Canals Pin,1.93,1,Skinout,10.530000000000001,Buff,8.600000000000001,4.455958549222799,415.72206717507873
Dual Berettas | Melondrama (Factory New),7.37,0,Skinport,40.00425,Buff,32.63425,4.427985074626866,415.7146950783332
P250 | Valence (Factory New),0.582,0,Skinout,3.1590000000000003,Buff,2.5770000000000004,4.427835051546393,415.7006103878696
AUG | Stymphalian (Field-Tested),1.283,4,Skinout,7.10775,Buff,5.82475,4.539945440374123,415.5936873282793
Galil AR | Phoenix Blacklight (Factory New),54.62,0,Skinport,296.39025,Buff,241.77024999999998,4.4264051629439765,415.56636745472247
StatTrak™ AUG | Tom Cat (Field-Tested),0.115,3,Skinout,0.63375,Buff,0.51875,4.510869565217392,415.55684617387305
Souvenir AUG | Colony (Battle-Scarred),0.23,0,Skinport,1.248,Buff,1.018,4.426086956521739,415.53649312507525
StatTrak™ Negev | Desert-Strike (Battle-Scarred),0.23,0,Skinport,1.248,Buff,1.018,4.426086956521739,415.53649312507525
SSG 08 | Big Iron (Well-Worn),7.31,0,Skinport,39.663,Buff,32.352999999999994,4.425854993160054,415.5147155949916
MAC-10 | Echoing Sands (Battle-Scarred),0.124,0,Skinout,0.67275,Buff,0.54875,4.425403225806451,415.47230209890165
★ Falchion Knife | Ultraviolet (Minimal Wear),158.29,0,Skinport,858.78,Buff,700.49,4.425358519173669,415.46810488416355
StatTrak™ MAC-10 | Toybox (Factory New),49.15,0,Skinport,266.63325000000003,Buff,217.48325000000003,4.424888097660224,415.4239400704336
Nova | Ghost Camo (Well-Worn),2.11,0,Skinport,11.4465,Buff,9.336500000000001,4.4248815165876785,415.4233222163713
StatTrak™ Galil AR | Shattered (Field-Tested),5.75,0,Skinport,31.19025,Buff,25.44025,4.424391304347826,415.3772993801648
M4A1-S | Basilisk (Field-Tested),4.623,5,Skinout,25.73025,Buff,21.10725,4.56570408825438,415.3585349842961
StatTrak™ M249 | Downtown (Factory New),4.12,0,Skinport,22.347,Buff,18.227,4.4240291262135925,415.3432968327083
★ Nomad Knife | Slaughter (Factory New),575.22,0,Skinport,3120.0,Buff,2544.7799999999997,4.4240116824867,415.3416591547388
Sawed-Off | Mosaico (Minimal Wear),6.22,0,Skinport,33.735,Buff,27.515,4.42363344051447,415.30614847809886
P90 | Desert Warfare (Field-Tested),2.56,0,Skinport,13.884,Buff,11.324,4.4234374999999995,415.2877528986527
★ StatTrak™ Paracord Knife | Boreal Forest (Minimal Wear),153.71,0,Skinport,833.625,Buff,679.915,4.423362175525339,415.2806811740449
StatTrak™ SG 553 | Heavy Metal (Battle-Scarred),0.22,1,Skinout,1.19925,Buff,0.97925,4.451136363636364,415.27217767584983
G3SG1 | Dream Glade (Battle-Scarred),0.191,5,Skinout,1.06275,Buff,0.87175,4.56413612565445,415.2158917827595
P250 | Wingshot (Factory New),3.81,0,Skinport,20.66025,Buff,16.850250000000003,4.422637795275591,415.21267382768536
★ StatTrak™ Bayonet | Bright Water (Factory New),400.96,0,Skinport,2174.25,Buff,1773.29,4.422610734237829,415.21013324300145
Sticker | f0rest (Foil) | Cluj-Napoca 2015,17.26,0,Skinport,93.59025,Buff,76.33024999999999,4.422378331402085,415.18831445355903
★ StatTrak™ Shadow Daggers | Blue Steel (Well-Worn),131.09,0,Skinport,710.775,Buff,579.685,4.4220382943016245,415.1563905836384
Sticker | Natus Vincere (Gold) | 2020 RMR,3.03,0,Skinport,16.42875,Buff,13.398750000000001,4.422029702970298,415.1555839994646
XM1014 | Tranquility (Factory New),20.59,0,Skinport,111.6375,Buff,91.0475,4.421928120446819,415.1460470775777
Alyx Pin,25.34,0,Skinport,137.3775,Buff,112.0375,4.421369376479873,415.0935902436157
MP5-SD | Gauss (Field-Tested),0.241,0,Skinout,1.3065,Buff,1.0655000000000001,4.421161825726141,415.07410465438113
StatTrak™ AWP | Atheris (Well-Worn),4.91,0,Skinport,26.6175,Buff,21.7075,4.421079429735234,415.06636903114435
Sticker | FURIA (Holo) | 2020 RMR,0.25,0,Skinport,1.3552499999999998,Buff,1.1052499999999998,4.420999999999999,415.058911890344
MP7 | Guerrilla (Well-Worn),0.25,0,Skinport,1.3552499999999998,Buff,1.1052499999999998,4.420999999999999,415.058911890344
MP5-SD | Phosphor (Field-Tested),2.876,0,Skinout,15.59025,Buff,12.71425,4.420810152990264,415.04108839039236
P250 | Cyber Shell (Factory New),1.13,3,Skinout,6.2204999999999995,Buff,5.0905,4.504867256637168,415.0038928270077
StatTrak™ AWP | Exoskeleton (Field-Tested),4.213,8,Skinout,23.79,Buff,19.576999999999998,4.6468075005934,414.98245164976424
Sticker | T-Rekt,0.93,0,Skinport,5.04075,Buff,4.11075,4.42016129032258,414.9801708982379
AK-47 | Redline (Well-Worn),13.1,0,Skinport,70.9995,Buff,57.899499999999996,4.419809160305343,414.9471117030787
Souvenir Glock-18 | Pink DDPAT (Factory New),76.46,0,Skinport,414.375,Buff,337.915,4.41950039236202,414.9181234907778
★ StatTrak™ Falchion Knife | Black Laminate (Minimal Wear),161.92,0,Skinport,877.5,Buff,715.58,4.419342885375495,414.90333618509084
Sticker | nex (Foil) | Krakow 2017,20.6,0,Skinport,111.6375,Buff,91.0375,4.419296116504854,414.8989453602642
StatTrak™ MP5-SD | Phosphor (Minimal Wear),10.79,0,Skinport,58.470749999999995,Buff,47.680749999999996,4.418975903614458,414.8688826563824
UMP-45 | Scorched (Factory New),6.22,0,Skinport,33.70575,Buff,27.485750000000003,4.4189308681672035,414.864654571394
★ Karambit | Night (Minimal Wear),726.39,0,Skinport,3936.075,Buff,3209.685,4.418680047908149,414.84110668996374
★ StatTrak™ Nomad Knife | Case Hardened (Battle-Scarred),305.89,0,Skinport,1657.5,Buff,1351.6100000000001,4.418614534636634,414.8349560753541
Glock-18 | Off World (Well-Worn),0.057,8,Skinout,0.32175,Buff,0.26475,4.644736842105263,414.7975318019274
Sticker | Ninjas in Pyjamas | Katowice 2014,447.9,0,Skinport,2426.775,Buff,1978.875,4.418117883456129,414.78832872892355
XM1014 | Tranquility (Minimal Wear),8.98,0,Skinport,48.652499999999996,Buff,39.6725,4.4178730512249444,414.7653430244514
★ Moto Gloves | Polygon (Field-Tested),188.9,0,Skinport,1023.2624999999999,Buff,834.3625,4.416953414505029,414.67900431911266
AUG | Death by Puppy (Minimal Wear),6.03,0,Skinout,32.6625,Buff,26.6325,4.416666666666667,414.65208343112863
P2000 | Turf (Field-Tested),0.09,0,Skinport,0.4875,Buff,0.39749999999999996,4.416666666666666,414.6520834311286
Sealed Graffiti | Bock Bock (Desert Amber),0.09,0,Skinport,0.4875,Buff,0.39749999999999996,4.416666666666666,414.6520834311286
Dual Berettas | Cartel (Battle-Scarred),0.36,0,Skinport,1.95,Buff,1.5899999999999999,4.416666666666666,414.6520834311286
G3SG1 | Digital Mesh (Factory New),0.72,0,Skinout,3.9,Buff,3.1799999999999997,4.416666666666666,414.6520834311286
StatTrak™ MAG-7 | Praetorian (Minimal Wear),5.37,0,Skinport,29.084249999999997,Buff,23.714249999999996,4.416061452513966,414.5952638139197
Antwerp 2022 Viewer Pass + 3 Souvenir Tokens,34.79,0,Skinport,188.41875,Buff,153.62875,4.415888186260419,414.57899697323563
★ Skeleton Knife | Blue Steel (Battle-Scarred),464.29,0,Skinport,2514.525,Buff,2050.235,4.415850007538392,414.5754126215455
Souvenir Desert Eagle | Fennec Fox (Minimal Wear),293.48,0,Skinport,1589.25,Buff,1295.77,4.415190132206623,414.5134612220461
★ Ursus Knife | Stained (Field-Tested),145.85,0,Skinport,789.75,Buff,643.9,4.414809736030168,414.477748301194
SG 553 | Darkwing (Factory New),1.59,0,Skinport,8.60925,Buff,7.0192499999999995,4.414622641509434,414.46018321451754
StatTrak™ M4A4 | Spider Lily (Minimal Wear),15.36,0,Skinport,83.16749999999999,Buff,67.80749999999999,4.414550781249999,414.4534367225273
P250 | Forest Night (Well-Worn),0.434,0,Skinout,2.3497500000000002,Buff,1.9157500000000003,4.414170506912443,414.41773524033636
P250 | Dark Filigree (Field-Tested),5.115,8,Skinout,28.85025,Buff,23.73525,4.640322580645162,414.40331683978366
StatTrak™ MAC-10 | Allure (Well-Worn),0.468,6,Skinout,2.613,Buff,2.145,4.583333333333333,414.3800422516959
Souvenir FAMAS | Waters of Nephthys (Minimal Wear),106.18,0,Skinport,574.7624999999999,Buff,468.5824999999999,4.413095686569974,414.31682735483025
StatTrak™ Dual Berettas | Royal Consorts (Minimal Wear),2.72,0,Skinport,14.7225,Buff,12.0025,4.412683823529411,414.2781602149379
★ Falchion Knife | Black Laminate (Minimal Wear),131.56,0,Skinport,711.75,Buff,580.19,4.410079051383399,414.0336151136834
★ Huntsman Knife | Forest DDPAT (Minimal Wear),131.04,0,Skinport,708.8249999999999,Buff,577.785,4.409226190476191,413.95354555472846
"Music Kit | Austin Wintory, Desert Fire",2.72,0,Skinport,14.71275,Buff,11.99275,4.4090992647058815,413.9416293203663
CZ75-Auto | Xiangliu (Minimal Wear),8.815,0,Skinout,47.677499999999995,Buff,38.8625,4.408678389109473,413.902116050272
StatTrak™ MP7 | Abyssal Apparition (Well-Worn),1.901,5,Skinout,10.5495,Buff,8.6485,4.549447659126775,413.8796291121682
★ Hand Wraps | Duct Tape (Minimal Wear),97.53,0,Skinport,527.475,Buff,429.94500000000005,4.408335896647186,413.86996166241244
★ Hand Wraps | Leather (Battle-Scarred),138.0,0,Skinport,746.343,Buff,608.343,4.408282608695652,413.8649588035161
Sticker | electronic (Gold) | Paris 2023,4.59,0,Skinport,24.8235,Buff,20.2335,4.408169934640523,413.8543805699219
MAC-10 | Hot Snakes (Factory New),220.67,0,Skinport,1193.3999999999999,Buff,972.7299999999999,4.40807540671591,413.8455059584012
