Name,Buy Market,Buy Price,Sell Market,Sell Price,Relative Profit,Profit
SCAR-20 | Green Marine (Field-Tested),Skinout,0.073,Buff,0.09075625,1.243236301369863,0.01775625
USP-S | Check Engine (Battle-Scarred),Skinout,0.334,Buff,0.41468625000000003,1.2415755988023953,0.08068625000000001
StatTrak™ M249 | Magma (Factory New),Skinout,1.451,Buff,1.8011625,1.2413249483115092,0.35016249999999993
PP-Bizon | Cobalt Halftone (Field-Tested),Skinout,0.7,Buff,0.8684675,1.240667857142857,0.1684675
P90 | Storm (Well-Worn),Skinout,1.468,Buff,1.8193137499999998,1.23931454359673,0.35131374999999987
Desert Eagle | Night Heist (Field-Tested),Skinout,6.634,Buff,8.21693125,1.2386088709677419,1.5829312499999997
Sticker | FaNg (Gold) | Paris 2023,Skinout,1.03,Buff,1.2747762500000002,1.2376468446601943,0.24477625000000014
P90 | Traction (Field-Tested),Skinout,0.088,Buff,0.1089075,1.2375852272727275,0.02090750000000001
StatTrak™ Glock-18 | Oxide Blaze (Field-Tested),Skinout,0.088,Buff,0.1089075,1.2375852272727275,0.02090750000000001
StatTrak™ P90 | Freight (Minimal Wear),Skinout,0.176,Buff,0.217815,1.2375852272727275,0.04181500000000002
StatTrak™ UMP-45 | Moonrise (Field-Tested),Skinout,0.308,Buff,0.38117625,1.2375852272727272,0.07317625
MP5-SD | Gauss (Minimal Wear),Skinout,0.334,Buff,0.41329,1.2373952095808383,0.07928999999999997
StatTrak™ MAC-10 | Ensnared (Well-Worn),Skinout,0.078,Buff,0.09634124999999999,1.2351442307692306,0.01834124999999999
Glock-18 | Ramese's Reach (Well-Worn),Skinout,4.238,Buff,5.2275599999999995,1.233496932515337,0.9895599999999991
StatTrak™ AUG | Syd Mead (Battle-Scarred),Skinout,1.997,Buff,2.462985,1.233342513770656,0.4659850000000001
SSG 08 | Necropos (Battle-Scarred),Skinout,0.256,Buff,0.31555249999999996,1.2326269531249998,0.05955249999999995
AWP | Safari Mesh (Minimal Wear),Skinout,0.068,Buff,0.083775,1.231985294117647,0.015774999999999997
Nova | Candy Apple (Factory New),Skinout,0.068,Buff,0.083775,1.231985294117647,0.015774999999999997
StatTrak™ P250 | Cassette (Field-Tested),Skinout,0.068,Buff,0.083775,1.231985294117647,0.015774999999999997
StatTrak™ XM1014 | Oxide Blaze (Battle-Scarred),Skinout,0.068,Buff,0.083775,1.231985294117647,0.015774999999999997
MAC-10 | Calf Skin (Minimal Wear),Skinout,0.059,Buff,0.072605,1.230593220338983,0.013605000000000006
Sticker | ropz (Glitter) | Antwerp 2022,Skinout,0.118,Buff,0.14521,1.230593220338983,0.027210000000000012
